"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Price","FamilySize","Child","AgeInterval"
"1","1","female",30,0,0,106.425,"C",53.2125,1,"0","18-39"
"0","1","male",50,1,0,106.425,"C",53.2125,2,"0","40-54"
"0","3","male",22,0,0,9.35,"S",9.35,1,"0","18-39"
"1","3","female",4,1,1,16.7,"S",8.35,3,"1","0-12"
"1","3","female",24,0,2,16.7,"S",8.35,3,"0","18-39"
"0","3","male",48,0,0,8.05,"S",8.05,1,"0","40-54"
"1","2","male",1,0,2,37.0042,"C",18.5021,3,"1","0-12"
"0","2","male",31,1,1,37.0042,"C",18.5021,3,"0","18-39"
"0","2","male",16,0,0,10.5,"S",5.25,1,"0","13-17"
"0","2","female",57,0,0,10.5,"S",5.25,1,"0","55-100"
"0","3","male",45.5,0,0,7.55,"S",7.55,1,"0","40-54"
"0","2","male",32,2,0,73.5,"S",14.7,3,"0","18-39"
"0","2","male",21,2,0,73.5,"S",14.7,3,"0","18-39"
"0","2","male",21,0,0,73.5,"S",14.7,1,"0","18-39"
"0","2","male",24,2,0,73.5,"S",14.7,3,"0","18-39"
"0","2","male",18,0,0,73.5,"S",14.7,1,"0","13-17"
"0","2","male",51,0,0,12.525,"S",12.525,1,"0","40-54"
"0","3","male",19,0,0,8.1583,"S",8.1583,1,"0","18-39"
"1","2","male",62,0,0,10.5,"S",10.5,1,"0","55-100"
"1","2","female",17,0,0,12,"C",12,1,"0","13-17"
"0","2","male",37,1,0,26,"S",26,2,"0","18-39"
"1","2","female",42,1,0,26,"S",26,2,"0","40-54"
"1","2","female",23,0,0,13.7917,"C",13.7917,1,"0","18-39"
"1","2","female",22,1,2,41.5792,"C",13.8597333333333,4,"0","18-39"
"0","2","male",25,1,2,41.5792,"C",13.8597333333333,4,"0","18-39"
"1","2","female",3,1,2,41.5792,"C",13.8597333333333,4,"1","0-12"
"0","2","male",46,0,0,15.05,"C",15.05,1,"0","40-54"
"0","2","male",23,0,0,15.0458,"C",15.0458,1,"0","18-39"
"1","2","male",16,0,0,13.8625,"C",13.8625,1,"0","13-17"
"1","2","female",27,1,0,13.8583,"C",13.8583,2,"0","18-39"
"0","2","male",36,0,0,12.875,"C",12.875,1,"0","18-39"
"0","2","male",29,1,0,27.7208,"C",27.7208,2,"0","18-39"
"0","2","male",33,0,0,12.275,"S",12.275,1,"0","18-39"
"1","2","female",17,0,0,10.5,"S",10.5,1,"0","13-17"
"0","3","male",21,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",38,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",20,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",35,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",24,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",25,0,0,7.05,"S",7.05,1,"0","18-39"
"1","3","male",32,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","female",22,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",41,0,0,7.125,"S",7.125,1,"0","40-54"
"0","3","male",20,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","male",36,0,0,8.05,"S",8.05,1,"0","18-39"
"0","3","male",21,0,0,7.25,"S",7.25,1,"0","18-39"
"0","3","male",25,0,0,7.05,"S",7.05,1,"0","18-39"
"0","3","male",42,0,0,8.05,"S",8.05,1,"0","40-54"
"0","3","male",32,0,0,8.05,"S",8.05,1,"0","18-39"
"1","3","male",16,0,0,8.05,"S",8.05,1,"0","13-17"
"0","3","male",30,0,0,8.05,"S",8.05,1,"0","18-39"
"1","3","male",44,0,0,7.925,"S",7.925,1,"0","40-54"
"0","3","male",35,0,0,7.125,"S",7.125,1,"0","18-39"
"0","3","male",17,0,0,7.125,"S",7.125,1,"0","13-17"
"0","3","male",22,0,0,7.125,"S",7.125,1,"0","18-39"
"0","3","male",21,0,0,7.925,"S",7.925,1,"0","18-39"
"1","3","male",20,1,0,7.925,"S",7.925,2,"0","18-39"
"1","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39"
"1","3","male",31,0,0,7.925,"S",7.925,1,"0","18-39"
"1","3","male",39,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","male",21,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","female",25,1,0,7.925,"S",7.925,2,"0","18-39"
"0","3","male",28,1,0,15.85,"S",7.925,2,"0","18-39"
"1","3","female",24,1,0,15.85,"S",7.925,2,"0","18-39"
"1","3","female",26,0,0,7.925,"S",7.925,1,"0","18-39"
"1","3","female",27,0,0,7.925,"S",7.925,1,"0","18-39"
"0","3","female",23,0,0,7.925,"S",7.925,1,"0","18-39"
"1","2","male",19,0,0,10.5,"S",10.5,1,"0","18-39"
"1","2","female",50,0,0,10.5,"S",10.5,1,"0","40-54"
"0","2","male",29,0,0,10.5,"S",10.5,1,"0","18-39"
"0","3","female",18,1,2,23.45,"S",11.725,4,"0","13-17"
"0","3","male",14,1,2,23.45,"S",11.725,4,"0","13-17"
"0","3","female",9,2,2,34.375,"S",8.59375,5,"0","0-12"
"0","3","female",21,2,2,34.375,"S",8.59375,5,"0","18-39"
"0","3","female",48,1,3,34.375,"S",8.59375,5,"0","40-54"
"0","3","male",16,1,3,34.375,"S",8.59375,5,"0","13-17"
"0","3","female",40,0,0,7.55,"S",7.55,1,"0","18-39"
"0","1","male",46,1,0,61.175,"S",61.175,2,"0","40-54"
"0","2","male",30,0,0,10.5,"S",10.5,1,"0","18-39"
"1","1","female",36,0,2,71,"S",35.5,3,"0","18-39"
"0","1","male",70,1,1,71,"S",35.5,3,"0","55-100"
