"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Price","FamilySize","Child","AgeInterval","Survived_Predicted"
"0","3","male",21,0,0,8.05,"S",8.05,1,"0","18-39",-2.0104611398807
"0","3","male",2,0,0,8.05,"S",8.05,1,"1","0-12",-1.50157382744081
"0","3","male",55.5,0,0,8.05,"S",8.05,1,"0","55-100",-2.93449336510049
"0","3","male",30,0,0,8.05,"S",8.05,1,"0","18-39",-2.25151302472064
"0","3","male",21,0,0,8.05,"S",8.05,1,"0","18-39",-2.0104611398807
"0","3","male",39,0,0,24.15,"S",12.075,1,"0","18-39",-2.45637473559313
"0","3","male",24,2,0,24.15,"S",12.075,3,"0","18-39",-2.52751712732757
"0","3","male",16,0,0,8.05,"S",8.05,1,"0","13-17",-1.87654342608073
"0","3","male",42,0,0,7.25,"S",7.25,1,"0","40-54",-2.57471380735448
"0","3","male",21,0,0,7.8,"S",7.8,1,"0","18-39",-2.01102309910379
"0","3","male",22,1,0,7.25,"S",7.25,2,"0","18-39",-2.27549071872177
"0","3","male",22,0,0,7.25,"S",7.25,1,"0","18-39",-2.0390429521546
"0","3","male",20.5,0,0,7.25,"S",7.25,1,"0","18-39",-1.99886763801461
"0","3","male",22,0,0,7.25,"S",7.25,1,"0","18-39",-2.0390429521546
"0","3","male",28.5,0,0,8.05,"S",8.05,1,"0","18-39",-2.21133771058065
"0","3","male",26,0,0,8.05,"S",8.05,1,"0","18-39",-2.14437885368067
"0","3","male",43,0,0,8.05,"S",8.05,1,"0","40-54",-2.59969908060056
"1","3","male",18,0,0,8.05,"S",8.05,1,"0","13-17",-1.93011051160071
"0","3","male",50,0,0,8.05,"S",8.05,1,"0","40-54",-2.78718387992052
"0","3","male",47,0,0,7.25,"S",7.25,1,"0","40-54",-2.70863152115445
"1","3","male",19,0,0,8.05,"S",8.05,1,"0","18-39",-1.95689405436071
"0","3","male",21,0,0,7.7333,"Q",7.7333,1,"0","18-39",-1.78836865046767
"0","3","male",20,0,0,8.05,"S",8.05,1,"0","18-39",-1.9836775971207
"0","3","female",26,1,0,16.1,"S",8.05,2,"0","18-39",0.203945881277386
"0","3","male",30,1,0,16.1,"S",8.05,2,"0","18-39",-2.46986570430409
"0","3","female",47,1,0,14.5,"S",14.5,2,"0","40-54",-0.362105055710309
"0","3","male",40.5,0,2,14.5,"S",14.5,3,"0","40-54",-2.76984186684707
"0","3","male",21,0,0,8.05,"S",8.05,1,"0","18-39",-2.0104611398807
"0","3","male",8,0,0,8.05,"S",8.05,1,"1","0-12",-1.66227508400078
"1","3","male",24,0,0,7.1417,"S",7.1417,1,"0","18-39",-2.09285347841003
"0","3","male",28,0,0,22.525,"S",22.525,1,"0","18-39",-2.16540850018333
"0","3","male",43,0,0,6.45,"S",6.45,1,"0","40-54",-2.60329561962839
"0","3","male",30,0,0,7.25,"S",7.25,1,"0","18-39",-2.25331129423455
"1","3","female",22,0,0,7.25,"S",7.25,1,"0","18-39",0.527634462386896
"0","2","male",36,0,0,10.5,"S",10.5,1,"0","18-39",-1.10631341081266
"0","2","male",31,0,0,10.5,"S",10.5,1,"0","18-39",-0.972395697012688
"0","3","male",26,1,2,20.575,"S",10.2875,4,"0","18-39",-2.60427265427307
"1","3","male",1,1,2,20.575,"S",10.2875,4,"1","0-12",-1.93468408527322
"0","2","male",66,0,0,10.5,"S",10.5,1,"0","55-100",-1.90981969361248
"0","2","male",70,0,0,10.5,"S",10.5,1,"0","55-100",-2.01695386465245
"1","3","female",35,1,1,20.25,"S",10.125,3,"0","18-39",-0.153577576010348
"0","3","male",16,1,1,20.25,"S",10.125,3,"0","13-17",-2.21136767811196
"0","2","male",25,0,0,13,"S",13,1,"0","18-39",-0.806074848221753
"1","2","female",29,0,0,10.5,"S",10.5,1,"0","18-39",1.6478488030488
"0","2","male",24,0,0,10.5,"S",10.5,1,"0","18-39",-0.78491089769273
"1","2","female",21,0,0,10.5,"S",10.5,1,"0","18-39",1.86211714512875
"1","2","female",8,0,2,26.25,"S",8.75,3,"1","0-12",1.99410644096139
"0","2","male",31,1,1,26.25,"S",8.75,3,"0","18-39",-1.29924012807594
"1","2","female",31,1,1,26.25,"S",8.75,3,"0","18-39",1.26743728646556
"0","2","male",32,0,0,10.5,"S",10.5,1,"0","18-39",-0.999179239772682
"1","2","male",8,1,1,36.75,"S",18.375,3,"1","0-12",-0.659616357226
"0","2","male",19,1,1,36.75,"S",18.375,3,"0","18-39",-0.954235327585933
"1","2","female",40,0,0,15.75,"S",15.75,1,"0","18-39",1.3650309763739
"1","2","female",34,0,0,10.5,"S",10.5,1,"0","18-39",1.51393108924883
"0","2","male",36,1,2,27.75,"S",9.25,4,"0","18-39",-1.55558618208853
"1","2","female",33,1,2,27.75,"S",9.25,4,"0","18-39",1.09144186073295
"1","2","female",5,1,2,27.75,"S",9.25,4,"1","0-12",1.84138105801278
"1","3","male",3,1,1,15.9,"S",7.95,3,"1","0-12",-1.87295971271393
"1","3","male",9,1,1,15.9,"S",7.95,3,"0","0-12",-2.03366096927389
"0","3","male",42,0,0,7.55,"S",7.55,1,"0","40-54",-2.57403945628676
"0","3","male",11,0,0,15.1,"S",15.1,1,"0","0-12",-1.72677846218942
"0","2","male",28,0,0,10.5,"S",10.5,1,"0","18-39",-0.892045068732706
"0","3","male",11,5,2,46.9,"S",7.81666666666667,8,"0","0-12",-3.08913627294973
"0","3","male",9,5,2,46.9,"S",7.81666666666667,8,"0","0-12",-3.03556918742974
"0","3","male",14,5,2,46.9,"S",7.81666666666667,8,"0","13-17",-3.16948690122971
"0","3","male",1,5,2,46.9,"S",7.81666666666667,8,"1","0-12",-2.82130084534979
"0","3","female",43,1,6,46.9,"S",7.81666666666667,8,"0","40-54",-0.936941542664147
"0","3","female",16,5,2,46.9,"S",7.81666666666667,8,"0","13-17",-0.656376572208198
"1","3","female",23,0,0,7.55,"S",7.55,1,"0","18-39",0.501525270694618
"0","3","male",20,8,2,69.55,"S",9.93571428571429,11,"0","18-39",-3.98861795187859
"0","3","female",48,8,2,69.55,"S",9.93571428571429,11,"0","40-54",-2.17187973461692
"0","3","male",19,8,2,69.55,"S",9.93571428571429,11,"0","18-39",-3.96183440911859
"0","3","female",22,8,2,69.55,"S",9.93571428571429,11,"0","18-39",-1.47550762285708
"0","3","male",20,8,2,69.55,"S",9.93571428571429,11,"0","18-39",-3.98861795187859
"0","3","male",25,8,2,69.55,"S",9.93571428571429,11,"0","18-39",-4.12253566567856
"0","3","female",26,8,2,69.55,"S",9.93571428571429,11,"0","18-39",-1.58264179389705
"0","1","male",31,1,0,52,"S",52,2,"0","18-39",-0.375864293964233
"1","2","female",35,0,0,21,"S",21,1,"0","18-39",1.51074983385891
"1","2","female",7,0,2,26.25,"S",8.75,3,"1","0-12",2.02088998372138
"0","2","male",43,1,1,26.25,"S",8.75,3,"0","40-54",-1.62064264119587
"1","2","female",45,1,1,26.25,"S",8.75,3,"0","40-54",0.892467687825641
"1","2","female",50,0,0,10.5,"S",10.5,1,"0","40-54",1.08539440508892
"0","3","male",17,0,0,7.3125,"S",7.3125,1,"0","13-17",-1.90498474854886
"0","3","male",49,0,0,0,"S",0,1,"0","40-54",-2.77849542414426
"0","3","male",19,0,0,0,"S",0,1,"0","18-39",-1.97498914134444
"1","3","male",25,0,0,0,"S",0,1,"0","18-39",-2.1356903979044
"0","3","male",36,0,0,0,"S",0,1,"0","18-39",-2.43030936826433
"0","2","male",30,1,0,24,"C",12,2,"0","18-39",-0.67969913943642
"1","2","female",28,1,0,24,"C",12,2,"0","18-39",1.94054536062507
"0","1","male",40,0,0,25.925,"S",25.925,1,"0","18-39",-0.439080759206038
"1","1","male",36,0,0,26.2875,"S",26.2875,1,"0","18-39",-0.331131747292571
"1","1","male",36,0,0,26.3875,"S",26.3875,1,"0","18-39",-0.330906963603332
"1","1","male",35,0,0,26.2875,"S",26.2875,1,"0","18-39",-0.304348204532577
"1","1","male",42,0,0,26.2875,"S",26.2875,1,"0","40-54",-0.491833003852535
"1","1","female",24,0,0,69.3,"C",34.65,1,"0","18-39",3.12564824803892
"1","1","female",24,0,0,69.3,"C",34.65,1,"0","18-39",3.12564824803892
"1","1","female",24,0,0,49.5042,"C",49.5042,1,"0","18-39",3.08115051848457
"0","1","male",49,0,0,221.7792,"S",221.7792,1,"0","40-54",-0.239884347756734
"1","1","male",49,1,0,56.9292,"C",28.4646,2,"0","40-54",-0.374873042697962
"1","1","female",30,0,0,56.9292,"C",28.4646,1,"0","18-39",2.93713945085059
"1","1","female",50,0,1,247.5208,"C",123.7604,2,"0","40-54",2.70408732995888
"0","1","male",24,0,1,247.5208,"C",123.7604,2,"0","18-39",0.833782027177225
"1","1","female",58,0,0,146.5208,"C",73.2604,1,"0","55-100",2.38858755729888
"1","1","female",24,1,0,146.5208,"C",73.2604,2,"0","18-39",3.0627802445715
"1","1","male",27,0,0,76.7292,"C",25.5764,1,"0","18-39",0.495319835058371
"1","1","female",49,1,0,76.7292,"C",25.5764,2,"0","40-54",2.23631154231283
"1","1","male",48,1,0,76.7292,"C",25.5764,2,"0","40-54",-0.303582329468674
"1","1","female",58,0,1,153.4625,"S",51.1541666666667,2,"0","55-100",1.80637628776737
"1","1","female",40,0,0,153.4625,"S",51.1541666666667,1,"0","18-39",2.41428015299847
"0","1","male",38,0,1,153.4625,"S",51.1541666666667,2,"0","18-39",-0.224630271574243
"1","1","female",22,0,0,79.2,"C",79.2,1,"0","18-39",3.20146891879355
"0","1","male",31,0,0,50.4958,"S",50.4958,1,"0","18-39",-0.142797723650591
"1","1","female",16,0,1,39.4,"S",39.4,2,"0","13-17",2.67489118814905
"0","1","male",46,0,0,79.2,"C",39.6,1,"0","40-54",-0.00801352198780025
"0","1","male",24,0,0,79.2,"C",39.6,1,"0","18-39",0.581224418732067
"0","1","female",50,0,0,28.7125,"C",28.7125,1,"0","40-54",2.33804205640925
"0","1","male",37,0,1,29.7,"C",29.7,2,"0","18-39",-0.00402965887228957
"0","1","male",51,0,1,61.3792,"C",61.3792,2,"0","40-54",-0.307789583030849
"1","1","female",38,1,0,71.2833,"C",71.2833,2,"0","18-39",2.5186890177405
"0","1","male",50,0,0,30.6958,"C",30.6958,1,"0","40-54",-0.22417722322357
"0","1","male",40,0,0,27.7208,"C",27.7208,1,"0","18-39",0.0369708896215139
"1","1","female",54,1,0,59.4,"C",59.4,2,"0","40-54",2.06344061343728
"0","1","male",28,1,0,82.1708,"C",41.0854,2,"0","18-39",0.244320354964827
"1","1","female",35,1,0,82.1708,"C",41.0854,2,"0","18-39",2.62351297018637
"0","1","male",32,0,0,27.7208,"C",27.7208,1,"0","18-39",0.251239231701466
"1","1","female",21,2,2,262.375,"C",131.1875,5,"0","18-39",2.91550426008008
"1","1","female",18,2,2,262.375,"C",131.1875,5,"0","13-17",2.99585488836006
"0","1","male",71,0,0,49.5042,"C",49.5042,1,"0","55-100",-0.744353405776642
"1","1","female",44,0,0,27.7208,"C",27.7208,1,"0","40-54",2.49651413312304
"1","1","male",50,2,0,133.65,"S",66.825,3,"0","40-54",-0.937663490707764
"1","1","female",32,1,0,133.65,"S",66.825,2,"0","18-39",2.3475654600808
"0","1","male",6,0,0,27.7208,"C",27.7208,1,"1","0-12",0.947611343461308
"0","1","male",71,0,0,34.6542,"C",34.6542,1,"0","55-100",-0.777733783628612
"1","1","female",35,0,0,512.3292,"C",170.7764,1,"0","18-39",3.82688665784438
"1","1","male",35,0,0,512.3292,"C",170.7764,1,"0","18-39",1.26020924330288
"1","1","male",36,0,1,512.3292,"C",170.7764,2,"0","18-39",1.10762560499169
"1","1","female",39,1,1,83.1583,"C",83.1583,3,"0","18-39",2.39279844252642
"1","1","female",18,1,0,227.525,"C",56.88125,2,"0","13-17",3.40556573032989
"1","1","female",38,0,0,227.525,"C",56.88125,1,"0","18-39",3.10634264169718
"1","1","female",42,0,0,227.525,"C",56.88125,1,"0","40-54",2.99920847065721
"0","1","male",36,0,0,227.525,"C",56.88125,1,"0","18-39",0.593232312675674
"0","1","male",18,1,0,108.9,"C",54.45,2,"0","13-17",0.572238664428799
"1","1","female",17,1,0,108.9,"C",54.45,2,"0","13-17",3.16569962173029
"1","1","male",23,0,1,63.3583,"C",63.3583,2,"0","18-39",0.446598308242708
"1","1","female",36,0,0,135.6333,"C",45.2111,1,"0","18-39",2.95335217385287
"1","1","female",35,0,0,135.6333,"S",45.2111,1,"0","18-39",2.50812073327666
"0","1","male",22,0,0,135.6333,"C",45.2111,1,"0","18-39",0.761644357951287
"1","1","female",30,0,0,106.425,"C",53.2125,1,"0","18-39",3.04839793610888
"0","1","male",50,1,0,106.425,"C",53.2125,2,"0","40-54",-0.29039810019967
"0","3","male",22,0,0,9.35,"S",9.35,1,"0","18-39",-2.03432249468059
"1","3","female",4,1,1,16.7,"S",8.35,3,"1","0-12",0.668732428581486
"1","3","female",24,0,2,16.7,"S",8.35,3,"0","18-39",0.243709244397579
"0","3","male",48,0,0,8.05,"S",8.05,1,"0","40-54",-2.73361679440053
"1","2","male",1,0,2,37.0042,"C",18.5021,3,"1","0-12",0.111102496584175
"0","2","male",31,1,1,37.0042,"C",18.5021,3,"0","18-39",-0.803051457231615
"0","2","male",16,0,0,10.5,"S",5.25,1,"0","13-17",-0.570642555612778
"0","2","female",57,0,0,10.5,"S",5.25,1,"0","55-100",0.897909605768967
"0","3","male",45.5,0,0,7.55,"S",7.55,1,"0","40-54",-2.66778185594674
"0","2","male",32,2,0,73.5,"S",14.7,3,"0","18-39",-1.33046104868655
"0","2","male",21,2,0,73.5,"S",14.7,3,"0","18-39",-1.03584207832661
"0","2","male",21,0,0,73.5,"S",14.7,1,"0","18-39",-0.562946545192268
"0","2","male",24,2,0,73.5,"S",14.7,3,"0","18-39",-1.1161927066066
"0","2","male",18,0,0,73.5,"S",14.7,1,"0","13-17",-0.482595916912286
"0","2","male",51,0,0,12.525,"S",12.525,1,"0","40-54",-1.50351468250548
"0","3","male",19,0,0,8.1583,"S",8.1583,1,"0","18-39",-1.95665061362526
"1","2","male",62,0,0,10.5,"S",10.5,1,"0","55-100",-1.8026855225725
"1","2","female",17,0,0,12,"C",12,1,"0","13-17",2.44463805484351
"0","2","male",37,1,0,26,"S",26,2,"0","18-39",-1.3347032483078
"1","2","female",42,1,0,26,"S",26,2,"0","40-54",1.09805645243373
"1","2","female",23,0,0,13.7917,"C",13.7917,1,"0","18-39",2.28796424764364
"1","2","female",22,1,2,41.5792,"C",13.8597333333333,4,"0","18-39",1.8891616003813
"0","2","male",25,1,2,41.5792,"C",13.8597333333333,4,"0","18-39",-0.757866442440175
"1","2","female",3,1,2,41.5792,"C",13.8597333333333,4,"1","0-12",2.39804891282119
"0","2","male",46,0,0,15.05,"C",15.05,1,"0","40-54",-0.891906197216029
"0","2","male",23,0,0,15.0458,"C",15.0458,1,"0","18-39",-0.275894154651116
"1","2","male",16,0,0,13.8625,"C",13.8625,1,"0","13-17",-0.0910692207259214
"1","2","female",27,1,0,13.8583,"C",13.8583,2,"0","18-39",1.94453201597352
"0","2","male",36,0,0,12.875,"C",12.875,1,"0","18-39",-0.628959814857034
"0","2","male",29,1,0,27.7208,"C",27.7208,2,"0","18-39",-0.644551845167227
"0","2","male",33,0,0,12.275,"S",12.275,1,"0","18-39",-1.02197287204869
"1","2","female",17,0,0,10.5,"S",10.5,1,"0","13-17",1.96925131616873
"0","3","male",21,0,0,7.05,"S",7.05,1,"0","18-39",-2.01270897677309
"0","3","male",38,0,0,7.05,"S",7.05,1,"0","18-39",-2.46802920369298
"0","3","male",20,0,0,7.05,"S",7.05,1,"0","18-39",-1.98592543401309
"0","3","male",35,0,0,7.05,"S",7.05,1,"0","18-39",-2.387678575413
"0","3","male",24,0,0,7.05,"S",7.05,1,"0","18-39",-2.09305960505307
"0","3","male",25,0,0,7.05,"S",7.05,1,"0","18-39",-2.11984314781306
"1","3","male",32,0,0,8.05,"S",8.05,1,"0","18-39",-2.30508011024063
"0","3","female",22,0,0,8.05,"S",8.05,1,"0","18-39",0.529432731900807
"0","3","male",41,0,0,7.125,"S",7.125,1,"0","40-54",-2.54821124420604
"0","3","male",20,0,0,7.925,"S",7.925,1,"0","18-39",-1.98395857673225
"0","3","male",36,0,0,8.05,"S",8.05,1,"0","18-39",-2.41221428128061
"0","3","male",21,0,0,7.25,"S",7.25,1,"0","18-39",-2.01225940939461
"0","3","male",25,0,0,7.05,"S",7.05,1,"0","18-39",-2.11984314781306
"0","3","male",42,0,0,8.05,"S",8.05,1,"0","40-54",-2.57291553784057
"0","3","male",32,0,0,8.05,"S",8.05,1,"0","18-39",-2.30508011024063
"1","3","male",16,0,0,8.05,"S",8.05,1,"0","13-17",-1.87654342608073
"0","3","male",30,0,0,8.05,"S",8.05,1,"0","18-39",-2.25151302472064
"1","3","male",44,0,0,7.925,"S",7.925,1,"0","40-54",-2.62676360297211
"0","3","male",35,0,0,7.125,"S",7.125,1,"0","18-39",-2.38750998764607
"0","3","male",17,0,0,7.125,"S",7.125,1,"0","13-17",-1.90540621796618
"0","3","male",22,0,0,7.125,"S",7.125,1,"0","18-39",-2.03932393176615
"0","3","male",21,0,0,7.925,"S",7.925,1,"0","18-39",-2.01074211949225
"1","3","male",20,1,0,7.925,"S",7.925,2,"0","18-39",-2.22040634329942
"1","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39",-2.30536108985218
"1","3","male",31,0,0,7.925,"S",7.925,1,"0","18-39",-2.27857754709219
"1","3","male",39,0,0,7.925,"S",7.925,1,"0","18-39",-2.49284588917214
"0","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39",-2.30536108985218
"0","3","male",32,0,0,7.925,"S",7.925,1,"0","18-39",-2.30536108985218
"0","3","male",21,0,0,7.925,"S",7.925,1,"0","18-39",-2.01074211949225
"0","3","female",25,1,0,7.925,"S",7.925,2,"0","18-39",0.212353357442104
"0","3","male",28,1,0,15.85,"S",7.925,2,"0","18-39",-2.4168605780072
"1","3","female",24,1,0,15.85,"S",7.925,2,"0","18-39",0.256951007574277
"1","3","female",26,0,0,7.925,"S",7.925,1,"0","18-39",0.422017581249282
"1","3","female",27,0,0,7.925,"S",7.925,1,"0","18-39",0.395234038489288
"0","3","female",23,0,0,7.925,"S",7.925,1,"0","18-39",0.502368209529264
"1","2","male",19,0,0,10.5,"S",10.5,1,"0","18-39",-0.65099318389276
"1","2","female",50,0,0,10.5,"S",10.5,1,"0","40-54",1.08539440508892
"0","2","male",29,0,0,10.5,"S",10.5,1,"0","18-39",-0.9188286114927
"0","3","female",18,1,2,23.45,"S",11.725,4,"0","13-17",0.183135633413993
"0","3","male",14,1,2,23.45,"S",11.725,4,"0","13-17",-2.27640761008753
"0","3","female",9,2,2,34.375,"S",8.59375,5,"0","0-12",0.212297369736111
"0","3","female",21,2,2,34.375,"S",8.59375,5,"0","18-39",-0.109105143383817
"0","3","female",48,1,3,34.375,"S",8.59375,5,"0","40-54",-0.721613126887682
"0","3","male",16,1,3,34.375,"S",8.59375,5,"0","13-17",-2.43121717310937
"0","3","female",40,0,0,7.55,"S",7.55,1,"0","18-39",0.0462050437747211
"0","1","male",46,1,0,61.175,"S",61.175,2,"0","40-54",-0.756993531876477
"0","2","male",30,0,0,10.5,"S",10.5,1,"0","18-39",-0.945612154252694
"1","1","female",36,0,2,71,"S",35.5,3,"0","18-39",2.08445188319745
"0","1","male",70,1,1,71,"S",35.5,3,"0","55-100",-1.50351365619982
